Date,Open,High,Low,Close,Adj Close,Volume
2017-08-09,982.599976,988.0,975.27002,982.01001,982.01001,3569700
2017-08-10,976.299988,979.859985,954.679993,956.919983,956.919983,5684100
2017-08-11,960.0,970.390015,951.380005,967.98999,967.98999,3468000
2017-08-14,978.409973,985.5,976.190002,983.299988,983.299988,3042800
2017-08-15,988.900024,991.73999,982.0,982.73999,982.73999,2549300
2017-08-16,981.650024,986.460022,973.219971,978.179993,978.179993,3132100
2017-08-17,977.840027,977.840027,960.320007,960.570007,960.570007,3512400
2017-08-18,961.400024,965.429993,954.650024,958.469971,958.469971,3284800
2017-08-21,957.570007,961.200012,945.460022,953.289978,953.289978,3164500
2017-08-22,955.52002,967.929993,955.5,966.900024,966.900024,2750000
2017-08-23,959.380005,962.0,954.200012,958.0,958.0,2668300
2017-08-24,957.419983,959.0,941.140015,952.450012,952.450012,5195700
2017-08-25,956.0,957.619995,944.099976,945.26001,945.26001,3324800
2017-08-28,946.539978,953.0,942.25,946.02002,946.02002,2596700
2017-08-29,940.0,956.0,936.330017,954.059998,954.059998,2874300
2017-08-30,958.440002,969.409973,956.909973,967.590027,967.590027,2904600
2017-08-31,974.700012,981.0,972.76001,980.599976,980.599976,3331500
2017-09-01,984.200012,984.5,976.880005,978.25,978.25,2535900
2017-09-05,975.400024,976.77002,960.369995,965.27002,965.27002,2883200
2017-09-06,968.320007,971.840027,960.599976,967.799988,967.799988,2129900
2017-09-07,974.0,980.590027,972.549988,979.469971,979.469971,2566800
2017-09-08,979.099976,979.880005,963.469971,965.900024,965.900024,2583300
